Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	380822_cold	380823_cold	380824_warm	380825_warm	380822_cold_log	380823_cold_log	380824_warm_log	380825_warm_log
TRINITY_DN2172_c0_g1_i1	756.5143155	-0.693662018	0.201943373	-3.434933302	0.0005927	0.015092404	898	776	660	661	2.953759692	2.890421019	2.820201459	2.820857989
TRINITY_DN2186_c0_g1_i1	1074.855741	0.724020784	0.206236708	3.510630053	0.000447046	0.012491665	747	704	1729	1341	2.873901598	2.848189117	3.238046103	3.127752516
TRINITY_DN2196_c0_g1_i1	123.1560254	-3.207873251	0.599033412	-5.355082344	8.55E-08	1.28E-05	271	128	28	27	2.434568904	2.11058971	1.462397998	1.447158031
TRINITY_DN220_c0_g1_i1	926.0850471	-0.926570475	0.312443762	-2.965559201	0.003021332	0.04554068	1155	1018	926	543	3.062957834	3.008174184	2.967079734	2.7355989
TRINITY_DN22156_c15_g1_i1	63586.09684	-0.326848659	0.102149443	-3.199710625	0.001375656	0.026050403	63875	62744	64862	64071	4.805337712	4.797579124	4.811997031	4.806668281
TRINITY_DN22163_c20_g1_i1	44962.47288	-0.503525976	0.139845836	-3.600578965	0.000317509	0.009601251	50327	44081	41318	43616	4.701809672	4.64426129	4.616149802	4.639655791
TRINITY_DN22165_c3_g1_i1	1705.409597	-0.555915394	0.170049625	-3.269136245	0.001078763	0.022414307	1969	1666	1608	1549	3.294466226	3.2219356	3.206556044	3.190331698
TRINITY_DN22181_c0_g1_i1	5944.848663	-0.424634863	0.115599265	-3.673335326	0.000239405	0.008074154	6292	5903	5980	5629	3.798857732	3.771146349	3.776773802	3.750508395
TRINITY_DN22217_c0_g1_i2	341.5722359	-1.184479318	0.337404495	-3.510561761	0.000447161	0.012491665	372	476	280	199	2.571708832	2.678518379	2.44870632	2.301029996
TRINITY_DN22236_c0_g1_i2	22791.06715	-0.670326366	0.168118809	-3.987218144	6.69E-05	0.003335805	27384	22746	19039	21101	4.437512745	4.356924128	4.279666944	4.324323619
TRINITY_DN2257_c0_g1_i3	394.8755691	1.306945539	0.250968654	5.20760468	1.91E-07	2.44E-05	218	189	677	610	2.340444115	2.278753601	2.831229694	2.78604121
TRINITY_DN22601_c0_g1_i1	855.0945603	-0.575684448	0.179417173	-3.208636263	0.001333661	0.025335324	955	877	799	771	2.980457892	2.943494516	2.903089987	2.8876173
TRINITY_DN2291_c0_g1_i1	1159.710398	-0.66433	0.199173356	-3.335436087	0.000851657	0.019231386	1408	1139	1034	1017	3.148910993	3.056904851	3.01494035	3.007747778
TRINITY_DN2313_c0_g2_i6	613.7156767	-2.977269272	0.665051898	-4.476747275	7.58E-06	0.000551029	1475	483	237	83	3.169086357	2.684845362	2.376576957	1.924279286
TRINITY_DN235_c0_g1_i2	269.6645371	-1.035156383	0.34145149	-3.031635281	0.002432329	0.038917264	297	351	178	225	2.474216264	2.546542663	2.252853031	2.354108439
TRINITY_DN2352_c2_g1_i1	30476.37971	0.348388397	0.117136734	2.974202756	0.002937509	0.04461435	23150	24814	39668	38376	4.364569755	4.39471428	4.598451253	4.584071022
TRINITY_DN2367_c0_g1_i1	1610.448192	0.490252187	0.156395194	3.134701095	0.001720293	0.030821058	1159	1237	2261	2044	3.064457989	3.092720645	3.354492601	3.310693312
TRINITY_DN23860_c1_g1_i1	3664.543588	-0.522522625	0.159452566	-3.276978458	0.001049244	0.021953408	4220	3518	3458	3417	3.625415352	3.546419267	3.538950562	3.533772058
TRINITY_DN23877_c0_g1_i1	202.2720403	0.949231833	0.317668427	2.988121427	0.00280698	0.043179868	124	123	324	286	2.096910013	2.093421685	2.511883361	2.457881897
TRINITY_DN23879_c2_g1_i1	3920.614162	-0.511788812	0.133231818	-3.841340762	0.000122364	0.005356976	4261	3988	3643	3741	3.629613445	3.600864036	3.561578368	3.573103783
TRINITY_DN23881_c0_g1_i1	490.6375608	0.71850762	0.221009528	3.251025532	0.001149895	0.023168261	349	315	722	674	2.544068044	2.499687083	2.859138297	2.829303773
TRINITY_DN2389_c0_g1_i3	1404.498403	0.523840578	0.152611924	3.432500969	0.000598042	0.015110862	1045	1017	1896	1890	3.019531685	3.007747778	3.278067331	3.276691529
TRINITY_DN23892_c0_g1_i1	476.8456737	0.66067548	0.224631147	2.941157042	0.003269887	0.047608283	318	343	690	646	2.503790683	2.536558443	2.839478047	2.810904281
TRINITY_DN23909_c0_g1_i1	305.8107993	-1.588210182	0.270004192	-5.882168614	4.05E-09	1.06E-06	397	424	178	171	2.599883072	2.62838893	2.252853031	2.235528447
TRINITY_DN23918_c0_g1_i1	1111.756463	0.858776492	0.228738916	3.754396093	0.00017376	0.006840653	754	661	1891	1397	2.877946952	2.820857989	3.276921132	3.145507171
TRINITY_DN23949_c0_g1_i1	17634.09653	-0.432193069	0.132666047	-3.257751907	0.001122985	0.022934964	19168	17095	16840	17449	4.282599457	4.232894509	4.226367876	4.241795431
TRINITY_DN23954_c2_g1_i1	9894.096443	-0.615023752	0.200517459	-3.067183058	0.002160865	0.036100784	11705	9734	7998	9816	4.06840852	3.988335956	3.903035697	3.991978791
TRINITY_DN23958_c0_g1_i1	2553.851197	-1.068822307	0.17506523	-6.105280332	1.03E-09	3.41E-07	3367	2827	2045	1731	3.527372083	3.451479405	3.310905629	3.238547888
TRINITY_DN2397_c0_g1_i1	3206.925317	0.557695089	0.151428445	3.682895167	0.0002306	0.007957498	2506	2140	4455	4277	3.399154334	3.330616667	3.648945182	3.63124078
TRINITY_DN23977_c0_g1_i1	8373.799995	-0.42547517	0.118197835	-3.599686644	0.000318601	0.009601251	8981	8203	8366	7978	3.953373051	3.914025652	3.922569769	3.901948465
TRINITY_DN2398_c0_g1_i2	339.2547148	-1.37402309	0.280872677	-4.891978483	9.98E-07	0.000101249	430	446	244	189	2.63447727	2.650307523	2.389166084	2.278753601
TRINITY_DN23986_c3_g1_i1	26317.47539	-0.460991473	0.138799972	-3.321264886	0.000896104	0.019930707	29295	25292	24968	25626	4.466808327	4.403000344	4.397401149	4.408697769
TRINITY_DN240_c0_g1_i1	439.9261927	-1.09596418	0.297726364	-3.681112294	0.000232219	0.007957498	619	455	303	337	2.792391689	2.658964843	2.482873584	2.5289167
TRINITY_DN2406_c0_g1_i10	1848.818102	0.569591566	0.140121042	4.064996633	4.80E-05	0.002686265	1363	1301	2620	2433	3.13481437	3.114610984	3.418467021	3.386320574
TRINITY_DN24150_c0_g1_i1	555.7835572	-0.755008438	0.23171451	-3.25835632	0.001120596	0.022934964	685	565	490	456	2.836324116	2.752816431	2.691081492	2.6599162
TRINITY_DN24198_c0_g1_i1	1429.545343	1.430741824	0.282563273	5.063438736	4.12E-07	4.74E-05	677	707	2977	1819	2.831229694	2.850033258	3.473924693	3.260071388
TRINITY_DN2447_c1_g1_i11	406.935131	1.644914837	0.464129141	3.544088685	0.000393973	0.011444333	130	222	526	874	2.117271296	2.348304863	2.721810615	2.942008053
TRINITY_DN248_c0_g1_i1	826.7071433	-0.683211615	0.1768956	-3.862230692	0.000112356	0.005132371	906	917	745	706	2.957607287	2.962842681	2.872738827	2.849419414
TRINITY_DN24886_c0_g1_i1	3609.338734	-0.540195804	0.160919698	-3.35692777	0.000788137	0.018422702	4141	3518	3291	3427	3.617210095	3.546419267	3.517459827	3.535040813
TRINITY_DN25_c0_g1_i1	553.7131087	0.758665482	0.233988311	3.242322149	0.001185599	0.023570185	359	377	884	711	2.556302501	2.5774918	2.946943271	2.852479994
TRINITY_DN2509_c1_g1_i1	687.2309529	0.820947585	0.244742556	3.354331177	0.000795571	0.018452309	390	498	1013	993	2.592176757	2.698100546	3.006037955	2.997386384
TRINITY_DN25158_c34_g1_i1	34263.53218	-0.860333139	0.289361859	-2.973208504	0.002947042	0.044645818	30090	48803	32300	23549	4.478436621	4.688455418	4.509215968	4.371990911
TRINITY_DN25165_c11_g1_i1	13472.57308	-0.844636008	0.274230223	-3.080025233	0.002069831	0.035287368	13422	17509	13701	8460	4.12784959	4.243286146	4.136783963	3.927421695
TRINITY_DN25175_c3_g1_i1	16299.89779	-0.583752557	0.171160348	-3.410559538	0.000648297	0.016011937	18711	16298	13778	15977	4.272120209	4.21216096	4.1392177	4.203522417
TRINITY_DN25204_c4_g1_i1	1791.07368	-0.677354038	0.208339499	-3.25120316	0.001149177	0.023168261	2112	1834	1429	1713	3.324899497	3.263636069	3.155336037	3.234010818
TRINITY_DN2521_c0_g1_i2	199.5927296	-1.193997326	0.394331102	-3.027905531	0.002462551	0.03929574	243	254	171	108	2.387389826	2.40654018	2.235528447	2.037426498
TRINITY_DN25229_c0_g1_i1	800.648756	-0.69320156	0.207616365	-3.338857988	0.000841236	0.019068007	862	908	774	628	2.936010796	2.958563883	2.889301703	2.798650645
TRINITY_DN25272_c1_g1_i1	374.879603	-0.925481566	0.294701031	-3.140408309	0.001687125	0.030317588	505	375	296	295	2.704150517	2.575187845	2.472756449	2.471291711
TRINITY_DN25292_c0_g1_i1	2836.912415	-0.567454851	0.186295228	-3.045997779	0.002319095	0.037710509	2712	3344	2732	2498	3.433449794	3.524396122	3.436639632	3.397766256
TRINITY_DN25573_c0_g1_i1	302.9706965	1.483351912	0.394435723	3.76069363	0.000169443	0.006805007	106	179	533	488	2.029383778	2.255272505	2.727541257	2.689308859
TRINITY_DN256_c0_g1_i1	773.2929748	-1.056997299	0.274322638	-3.853117283	0.000116623	0.005169444	996	874	488	655	2.998695158	2.942008053	2.689308859	2.816903839
TRINITY_DN25605_c0_g1_i1	193.7221376	-1.089117866	0.343795145	-3.167926832	0.001535302	0.028181731	260	212	139	144	2.416640507	2.328379603	2.146128036	2.161368002
TRINITY_DN2562_c0_g1_i7	3274.462391	0.649271548	0.132107802	4.914710083	8.89E-07	9.17E-05	2316	2247	4521	4615	3.364926034	3.351796307	3.655330558	3.6642658
TRINITY_DN25822_c0_g1_i1	188.150699	1.345736925	0.344287583	3.908758236	9.28E-05	0.004441169	88	102	307	310	1.949390007	2.012837225	2.488550717	2.492760389
TRINITY_DN261_c0_g1_i2	325.042941	-1.494526115	0.274881416	-5.436984934	5.42E-08	8.87E-06	453	406	213	177	2.657055853	2.609594409	2.330413773	2.250420002
TRINITY_DN2611_c0_g1_i1	1065.07966	0.627171084	0.185634408	3.378528207	0.00072875	0.017236511	749	749	1622	1340	2.875061263	2.875061263	3.21031852	3.127428778
TRINITY_DN2656_c0_g1_i1	270.1597057	-1.000433374	0.285878203	-3.499509108	0.000466116	0.012760498	344	301	216	196	2.537819095	2.480006943	2.336459734	2.294466226
TRINITY_DN26677_c0_g1_i1	334.3873408	-0.899867761	0.258185666	-3.48535136	0.000491491	0.013368561	386	393	261	272	2.587710965	2.595496222	2.418301291	2.436162647
TRINITY_DN26764_c0_g1_i12	42786.68962	-0.794397363	0.171103497	-4.642788589	3.44E-06	0.000306605	54820	42414	37216	34373	4.738946953	4.627519471	4.570741362	4.536230073
TRINITY_DN26764_c0_g1_i3	8063.560521	-0.84282595	0.284455982	-2.9629398	0.003047162	0.04581461	11363	7202	5738	7410	4.055531225	3.857513415	3.758836225	3.869876813
TRINITY_DN26798_c0_g1_i1	18303.39581	-0.606274331	0.165509499	-3.663078768	0.000249202	0.008238806	19587	19942	15192	17901	4.291990095	4.299790489	4.181643538	4.252901553
TRINITY_DN26809_c0_g1_i1	3917.854124	-0.521240777	0.176713252	-2.949641696	0.003181426	0.046775568	4624	3648	3796	3563	3.665111737	3.562173863	3.579440597	3.551937695
TRINITY_DN26814_c0_g1_i1	1505.190149	-0.609634612	0.187471527	-3.251878424	0.00114645	0.023168261	1793	1464	1431	1296	3.253822439	3.165837625	3.155943018	3.112939976
TRINITY_DN26817_c0_g1_i1	17133.32031	-0.443437795	0.122738502	-3.612866273	0.000302831	0.009340928	18733	16618	17047	16158	4.272630516	4.220604888	4.231673437	4.208414481
TRINITY_DN26862_c0_g1_i1	346.8454407	-1.026082071	0.294804906	-3.480546112	0.000500393	0.013488062	442	391	301	223	2.646403726	2.593286067	2.480006943	2.350248018
TRINITY_DN26961_c0_g1_i1	7656.624217	-0.543984477	0.174292011	-3.121109655	0.001801709	0.031897718	8641	7621	6564	7644	3.936614262	3.882068944	3.81723473	3.88337749
TRINITY_DN27024_c0_g1_i1	2344.088046	-0.412905486	0.133603688	-3.090524613	0.001998032	0.034455983	2371	2419	2333	2264	3.375114685	3.383815366	3.368100852	3.355068206
TRINITY_DN2717_c1_g1_i15	839.9413986	-0.542940359	0.183981643	-2.951057233	0.003166882	0.046676413	920	863	833	732	2.96425963	2.936513742	2.921166051	2.865103975
TRINITY_DN2728_c0_g1_i2	3813.514256	-0.48833201	0.161853076	-3.017131471	0.002551791	0.040290021	4338	3636	3873	3393	3.63738965	3.560743301	3.588159616	3.530711838
TRINITY_DN2743_c0_g1_i1	181.137994	1.401638651	0.455572534	3.076653102	0.002093388	0.03552071	88	90	388	217	1.949390007	1.959041392	2.589949601	2.338456494
TRINITY_DN276_c0_g1_i2	418.6580914	-1.171267095	0.35580558	-3.291873881	0.000995222	0.021193631	605	434	246	340	2.782472624	2.638489257	2.392696953	2.532754379
TRINITY_DN2764_c0_g1_i14	405.3465358	1.115109456	0.372381065	2.994538556	0.002748603	0.042490214	279	180	546	717	2.447158031	2.257678575	2.737987326	2.856124444
TRINITY_DN2772_c0_g1_i1	26154.30232	-0.680809309	0.198144075	-3.435930699	0.000590522	0.015092404	33002	24714	21811	24050	4.518553419	4.392960615	4.338695489	4.381133138
TRINITY_DN2777_c0_g1_i1	935.2573357	0.61645411	0.18130242	3.40014275	0.000673507	0.016427816	642	679	1374	1217	2.808210973	2.832508913	3.138302698	3.085647288
TRINITY_DN28066_c26_g1_i1	138289.1848	-0.635144409	0.217424172	-2.921222612	0.003486606	0.049440404	168034	133333	108229	138521	5.22539975	5.124940908	5.034347658	5.141518753
TRINITY_DN28078_c0_g1_i1	1330.368217	-1.246749149	0.307392151	-4.055891295	4.99E-05	0.002744869	1714	1636	692	1100	3.234264124	3.214048679	2.840733235	3.041787319
TRINITY_DN28083_c0_g1_i1	2175.726703	-0.525097225	0.132752023	-3.955474364	7.64E-05	0.003712237	2308	2286	2080	1999	3.363423933	3.359266165	3.31827208	3.301029996
TRINITY_DN28112_c0_g1_i1	289.4560055	-0.873943643	0.282013872	-3.098938489	0.001942153	0.03358915	323	347	254	214	2.51054501	2.541579244	2.40654018	2.33243846
TRINITY_DN28128_c3_g1_i1	2531.174983	-0.53765823	0.143186007	-3.754963505	0.000173367	0.006840653	2830	2536	2386	2334	3.451939869	3.404320467	3.377852419	3.368286885
TRINITY_DN28152_c0_g1_i1	2988.94088	-0.513283043	0.127649704	-4.021028077	5.79E-05	0.002963599	3108	3181	2918	2715	3.492620722	3.502700175	3.465234095	3.433929766
TRINITY_DN28217_c0_g1_i1	1326.482078	-0.626472603	0.203640323	-3.076368152	0.00209539	0.03552071	1615	1269	1206	1178	3.208441356	3.103803721	3.08170727	3.071513805
TRINITY_DN28238_c0_g1_i1	4430.290237	-0.382173102	0.124404468	-3.072020702	0.00212615	0.0358391	4599	4374	4381	4409	3.662757832	3.640978057	3.641672373	3.644438589
TRINITY_DN2853_c0_g1_i1	28479.70766	-0.429244217	0.11697108	-3.669661053	0.000242872	0.008074154	29329	29157	27232	28211	4.467312063	4.464757732	4.435095486	4.450433875
TRINITY_DN2889_c2_g1_i1	25224.776	-0.596913244	0.162627757	-3.670426596	0.000242146	0.008074154	29793	24596	22078	23762	4.474128813	4.390882141	4.343979399	4.375901268
TRINITY_DN29387_c0_g1_i1	330.8504201	-2.274085312	0.312761015	-7.270999904	3.57E-13	2.67E-10	533	449	150	110	2.727541257	2.653212514	2.178976947	2.045322979
TRINITY_DN295_c0_g1_i2	1404.823722	0.462402046	0.15197608	3.042597529	0.002345458	0.038035828	1043	1071	1894	1828	3.018700499	3.030194785	3.277609214	3.262213705
TRINITY_DN3036_c0_g1_i2	621.6959901	1.676531251	0.24157871	6.939896525	3.92E-12	2.35E-09	258	272	999	1161	2.413299764	2.436162647	3	3.065206128
TRINITY_DN3037_c1_g1_i2	809.5868482	0.594838331	0.189023117	3.146907847	0.00165007	0.030049975	567	587	1191	1039	2.754348336	2.769377326	3.076276255	3.017033339
TRINITY_DN3062_c0_g1_i4	154.2892241	1.193417517	0.371027654	3.216519053	0.001297559	0.025086514	86	82	233	257	1.939519253	1.919078092	2.369215857	2.411619706
TRINITY_DN3092_c2_g1_i1	940.1170832	-0.681672887	0.196516327	-3.468784989	0.000522818	0.01385823	1129	945	844	807	3.053078443	2.975891136	2.926856709	2.907411361
TRINITY_DN3114_c0_g1_i2	1096.872418	1.268183072	0.222614499	5.696767625	1.22E-08	2.92E-06	656	497	1862	1685	2.81756537	2.697229343	3.270212855	3.22685757
TRINITY_DN3208_c0_g1_i1	725.5133632	0.782567679	0.213167	3.671148342	0.000241463	0.008074154	505	450	1150	952	2.704150517	2.654176542	3.061075324	2.979092901
TRINITY_DN321_c0_g1_i3	291.1101719	-0.884159712	0.271204442	-3.260122533	0.001113641	0.022902751	355	321	243	225	2.551449998	2.507855872	2.387389826	2.354108439
TRINITY_DN3219_c0_g1_i3	139.2195792	1.132231103	0.384407812	2.945390465	0.003225473	0.047191277	73	83	220	217	1.86923172	1.924279286	2.344392274	2.338456494
TRINITY_DN325_c0_g1_i10	1524.396936	1.251935405	0.206091927	6.074645551	1.24E-09	3.91E-07	907	708	2635	2281	2.958085849	2.850646235	3.420945406	3.35831564
TRINITY_DN325_c0_g1_i14	878.6162499	1.440211608	0.383202335	3.758358125	0.000171032	0.006823035	552	297	1755	1194	2.742725131	2.474216264	3.244524512	3.077367905
TRINITY_DN325_c0_g1_i2	654.6772928	1.452236328	0.461645459	3.145782762	0.00165643	0.030049975	200	425	897	1284	2.303196057	2.629409599	2.953276337	3.108903128
TRINITY_DN3251_c0_g1_i1	790.9256834	-0.640972162	0.187825617	-3.412591813	0.000643482	0.01597759	892	833	698	714	2.950851459	2.921166051	2.844477176	2.854306042
TRINITY_DN3276_c2_g1_i1	2291.146237	-0.56487603	0.165433844	-3.414513107	0.000638961	0.015931432	2665	2231	2160	2066	3.425860145	3.34869419	3.334654767	3.315340477
TRINITY_DN3290_c0_g1_i2	473.7534256	-1.065550784	0.225650281	-4.722133642	2.33E-06	0.000221677	558	589	370	331	2.747411808	2.770852012	2.56937391	2.521138084
TRINITY_DN330_c0_g1_i1	1429.361685	-0.65303278	0.197034694	-3.314303522	0.000918717	0.020137743	1745	1385	1300	1241	3.242044239	3.14176323	3.114277297	3.094121596
TRINITY_DN333_c0_g1_i2	1418.624562	0.468205847	0.158367408	2.956453305	0.003111993	0.04640658	1120	1011	1916	1849	3.049605613	3.005180513	3.282622113	3.267171728
TRINITY_DN3334_c0_g1_i2	226.8914231	-1.389179911	0.465446436	-2.984618215	0.002839325	0.043565433	310	278	194	95	2.492760389	2.445604203	2.290034611	1.982271233
TRINITY_DN3339_c0_g1_i1	758.5971239	-0.717386374	0.244443986	-2.934767941	0.003337972	0.048131146	955	735	631	679	2.980457892	2.866877814	2.800717078	2.832508913
TRINITY_DN3345_c0_g1_i1	1947.780684	0.867297352	0.192783551	4.49881408	6.83E-06	0.000511135	1170	1297	3231	2537	3.068556895	3.113274692	3.509471352	3.404491618
TRINITY_DN336_c2_g1_i1	20993.56217	-0.650608069	0.1316428	-4.942222965	7.72E-07	8.11E-05	24623	21301	19422	17952	4.391358602	4.32842038	4.28831631	4.254137031
TRINITY_DN3368_c0_g1_i1	12880.92732	-0.734316778	0.23537871	-3.119724712	0.001810201	0.031953524	12459	16296	12962	9237	4.095518042	4.212107666	4.112705521	3.965577958
TRINITY_DN339_c0_g1_i6	136.1625405	-1.836928499	0.464312403	-3.956233962	7.61E-05	0.003712237	152	228	66	70	2.184691431	2.359835482	1.826074803	1.851258349
TRINITY_DN3395_c0_g1_i2	5374.514101	0.913125079	0.262804926	3.474535626	0.000511738	0.013671492	3881	2800	9654	6473	3.589055531	3.447313109	3.984752278	3.811172695
TRINITY_DN340_c1_g2_i1	1032.571381	0.674443539	0.219939171	3.066500328	0.002165806	0.036100784	630	792	1506	1398	2.800029359	2.899273187	3.178113252	3.145817714
TRINITY_DN3421_c0_g1_i1	839.9932866	0.727412286	0.180851504	4.022152273	5.77E-05	0.002963599	568	564	1268	1129	2.755112266	2.752048448	3.103461622	3.053078443
TRINITY_DN3438_c0_g1_i3	702.7360016	-1.310658958	0.262329482	-4.99623202	5.85E-07	6.36E-05	768	1022	487	437	2.88592634	3.009875634	2.688419822	2.641474111
TRINITY_DN345_c0_g1_i1	754.3129694	-0.660285354	0.22458297	-2.940050852	0.003281584	0.047662616	758	894	648	687	2.880241776	2.951823035	2.812244697	2.837588438
TRINITY_DN3463_c0_g1_i1	213.5294237	1.681336914	0.553516039	3.037557713	0.002385037	0.038365761	54	127	433	314	1.740362689	2.10720997	2.63748973	2.498310554
TRINITY_DN3470_c0_g1_i3	886.5207338	0.932492784	0.177083038	5.265850389	1.40E-07	1.86E-05	561	530	1336	1323	2.749736316	2.725094521	3.126131407	3.121887985
TRINITY_DN3471_c0_g1_i1	1200.934493	-0.740863981	0.194964746	-3.799989473	0.000144702	0.005990028	1471	1220	1011	1043	3.16790781	3.086715664	3.005180513	3.018700499
TRINITY_DN348_c2_g1_i1	796.842796	-0.629798597	0.192073295	-3.278949296	0.001041944	0.021953408	910	823	762	670	2.959518377	2.915927212	2.882524538	2.82672252
TRINITY_DN3488_c0_g1_i2	169.5793494	2.048859804	0.388906595	5.26825678	1.38E-07	1.86E-05	51	67	329	296	1.716003344	1.832508913	2.51851394	2.472756449
TRINITY_DN3502_c0_g1_i3	2341.953976	0.45259061	0.151089514	2.995513047	0.002739836	0.042490214	1682	1855	3206	2984	3.226084116	3.268577972	3.50609896	3.474944335
TRINITY_DN3519_c0_g1_i10	770.4862922	-1.103178583	0.210451321	-5.241965584	1.59E-07	2.07E-05	920	961	528	589	2.96425963	2.983175072	2.723455672	2.770852012
TRINITY_DN3519_c0_g1_i2	706.8640002	1.015270263	0.219091553	4.634000028	3.59E-06	0.000309679	461	377	1133	1031	2.664641976	2.5774918	3.054613055	3.013679697
TRINITY_DN3519_c0_g1_i9	506.1301806	1.382361532	0.299376323	4.617471139	3.88E-06	0.000318418	300	203	877	797	2.478566496	2.309630167	2.943494516	2.902002891
TRINITY_DN354_c0_g1_i1	179.3336219	-1.102377017	0.33987437	-3.243483808	0.001180775	0.02355253	226	212	142	119	2.356025857	2.328379603	2.155336037	2.079181246
TRINITY_DN356_c0_g1_i17	15016.21899	-0.40579337	0.135227506	-3.000819745	0.002692539	0.042068286	16254	14386	15823	13751	4.210986974	4.157970244	4.199316274	4.138365864
TRINITY_DN3574_c0_g1_i1	21512.48453	-0.409906358	0.135501857	-3.025097713	0.002485528	0.039556916	22991	20952	20396	21789	4.361576751	4.321246213	4.309566296	4.33825723
TRINITY_DN3602_c0_g1_i2	292.7072138	1.209261174	0.337531409	3.582662656	0.00034011	0.010056479	145	171	411	520	2.164352856	2.235528447	2.614897216	2.716837723
TRINITY_DN3605_c0_g1_i2	263.0394221	1.019013117	0.320988534	3.174609086	0.001500385	0.027796603	152	159	463	345	2.184691431	2.204119983	2.666517981	2.539076099
TRINITY_DN3657_c0_g1_i1	800.3636562	-0.603964767	0.185544526	-3.255093428	0.001133551	0.023071998	885	843	774	680	2.947433722	2.926342447	2.889301703	2.833147112
TRINITY_DN3665_c0_g1_i1	2683.524686	-0.487011657	0.130398487	-3.734795307	0.000187868	0.007252914	2887	2719	2594	2515	3.460597189	3.434568904	3.414137362	3.400710637
TRINITY_DN3711_c0_g1_i1	779.9099235	-0.642441943	0.188413044	-3.409753001	0.000650217	0.016011937	896	806	719	674	2.952792443	2.906873535	2.857332496	2.829303773
TRINITY_DN3746_c0_g1_i14	167.3127535	-1.160214753	0.366003316	-3.169956942	0.001524615	0.028071686	224	190	131	106	2.352182518	2.281033367	2.120573931	2.029383778
TRINITY_DN3764_c0_g2_i2	723.2469954	0.710087032	0.231661781	3.065188516	0.002175328	0.036158791	438	543	1058	995	2.64246452	2.7355989	3.02489596	2.998259338
TRINITY_DN3765_c0_g1_i1	8957.469635	0.734809127	0.227427899	3.230954209	0.001233777	0.024409378	4968	7045	13730	11890	3.696268997	3.847942639	4.137702167	4.075218379
TRINITY_DN3769_c0_g1_i1	2965.632393	0.464758871	0.142394789	3.263875553	0.001098994	0.022755646	2336	2125	4183	3689	3.368658712	3.32756326	3.621591676	3.567026366
TRINITY_DN3827_c0_g1_i4	284.5796519	1.718489201	0.386833349	4.442453588	8.89E-06	0.000618849	97	140	588	414	1.991226076	2.149219113	2.770115295	2.618048097
TRINITY_DN3873_c0_g1_i8	9834.977585	-0.96475454	0.244007873	-3.953784484	7.69E-05	0.003712237	11957	11321	9456	5866	4.077658549	4.053923151	3.975753389	3.768416088
TRINITY_DN391_c0_g1_i4	678.7960063	-1.225431669	0.266151437	-4.604264705	4.14E-06	0.00033472	988	716	498	433	2.995196292	2.855519156	2.698100546	2.63748973
TRINITY_DN393_c0_g1_i6	524.0680435	0.787307041	0.210484024	3.740459842	0.000183684	0.007169274	343	345	769	748	2.536558443	2.539076099	2.886490725	2.874481818
TRINITY_DN3945_c0_g1_i2	849.3498865	0.678503818	0.17514967	3.873851536	0.000107129	0.00497938	594	575	1233	1158	2.774516966	2.760422483	3.09131516	3.064083436
TRINITY_DN398_c0_g1_i2	260.2057629	-0.892490562	0.289258561	-3.085442171	0.002032497	0.034949611	291	314	222	195	2.465382851	2.498310554	2.348304863	2.292256071
TRINITY_DN40_c0_g1_i4	267.5578694	1.019740176	0.342526866	2.977110056	0.002909795	0.044305892	141	175	471	351	2.152288344	2.245512668	2.673941999	2.546542663
TRINITY_DN400_c0_g2_i1	9933.492282	-0.370130766	0.112569435	-3.288021875	0.00100894	0.021409564	9986	10055	9915	9889	3.99943505	4.002425265	3.996336518	3.995196292
TRINITY_DN4001_c1_g1_i9	446.3987028	-0.801472099	0.25228427	-3.176861164	0.001488783	0.027667319	560	456	375	369	2.748962861	2.6599162	2.575187845	2.568201724
TRINITY_DN402_c0_g1_i18	10989.14753	0.637128708	0.16521579	3.856342721	0.000115096	0.005169444	7514	7873	14114	16394	3.875928985	3.89619541	4.149680882	4.214711421
TRINITY_DN4033_c0_g1_i1	181.2955414	-1.107206199	0.333467963	-3.320277572	0.00089928	0.019930707	215	228	138	125	2.334453751	2.359835482	2.1430148	2.100370545
TRINITY_DN4045_c0_g1_i1	2137.975771	-0.664542824	0.215686976	-3.081052168	0.002062705	0.035266363	2541	2154	2189	1606	3.405175546	3.333447274	3.340444115	3.206015877
TRINITY_DN4064_c0_g1_i2	1353.178101	0.997198281	0.220541879	4.521582404	6.14E-06	0.000464927	909	709	1956	2159	2.959041392	2.851258349	3.291590826	3.334453751
TRINITY_DN416_c0_g2_i2	1725.228216	0.605286629	0.157767923	3.836563344	0.000124768	0.005410231	1298	1152	2388	2370	3.113609151	3.061829307	3.37821615	3.374931554
TRINITY_DN4170_c0_g1_i1	649.193376	-0.806795784	0.208767729	-3.864561766	0.000111289	0.00512271	786	693	535	544	2.895974732	2.84135947	2.72916479	2.736396502
TRINITY_DN4171_c0_g1_i1	249.21474	1.133604539	0.313414328	3.616951864	0.000298093	0.009242419	126	153	404	379	2.103803721	2.187520721	2.607455023	2.579783597
TRINITY_DN420_c0_g1_i2	1555.366911	-0.596711971	0.149179444	-3.999961072	6.34E-05	0.003212744	1645	1705	1465	1367	3.216429831	3.231979027	3.16613397	3.136086097
TRINITY_DN4298_c1_g1_i1	690.0247366	-0.709286906	0.231706809	-3.061139679	0.002204962	0.036293446	696	835	643	556	2.843232778	2.922206277	2.808885867	2.745855195
