Trinity_ID	822_cold	823_cold	824_warm	825_warm	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN220_c0_g1_i1	1155	1018	926	543	926.0850471	-0.926570475	0.312443762	-2.965559201	0.003021332	0.04554068
TRINITY_DN1167_c0_g1_i3	118	158	590	520	319.7006333	1.650981625	0.317663507	5.197265627	2.02e-07	2.52e-05
TRINITY_DN12443_c0_g1_i1	5915	7089	5948	4761	5973.190028	-0.638360881	0.187847713	-3.398289334	0.000678087	0.016427816
TRINITY_DN23958_c0_g1_i1	3367	2827	2045	1731	2553.851197	-1.068822307	0.17506523	-6.105280332	1.03e-09	3.41e-07
TRINITY_DN746_c0_g1_i1	1497	1590	3700	3290	2389.964033	0.823663604	0.146461647	5.623749446	1.87e-08	3.99e-06
TRINITY_DN1445_c0_g3_i6	130	145	368	410	247.358242	1.148755426	0.315578347	3.640159208	0.00027247	0.008698573
TRINITY_DN10672_c0_g1_i1	99	91	319	322	193.3454688	1.402044952	0.329764892	4.251650141	2.12e-05	0.001322721
TRINITY_DN10610_c0_g1_i1	111	122	357	297	207.8915401	1.132254567	0.329894825	3.43216832	0.000598776	0.015110862
TRINITY_DN1100_c1_g1_i1	255	191	125	121	178.2678428	-1.210123831	0.372387939	-3.249632185	0.001155544	0.023203936
TRINITY_DN22217_c0_g1_i2	372	476	280	199	341.5722359	-1.184479318	0.337404495	-3.510561761	0.000447161	0.012491665
TRINITY_DN6438_c0_g1_i1	838	920	1917	1614	1262.324841	0.649527899	0.185072823	3.509580111	0.000448815	0.012491665
TRINITY_DN25_c0_g1_i1	359	377	884	711	553.7131087	0.758665482	0.233988311	3.242322149	0.001185599	0.023570185
TRINITY_DN113_c0_g2_i7	921	772	749	668	782.2870504	-0.610586466	0.208714237	-2.9254663	0.003439404	0.049003322
TRINITY_DN5596_c0_g2_i1	2210	1570	1329	1470	1667.880312	-0.782280699	0.244927555	-3.193926864	0.001403517	0.026494145
TRINITY_DN75_c0_g1_i5	175	189	462	470	305.7259806	1.003356809	0.272418802	3.683140816	0.000230378	0.007957498
TRINITY_DN1232_c0_g1_i1	1198	1078	771	821	984.3198447	-0.866813009	0.189734871	-4.568548764	4.91e-06	0.000386687
TRINITY_DN21567_c4_g1_i1	37152	35750	32275	36005	35329.59658	-0.445034215	0.142806613	-3.116341785	0.001831099	0.03203888
TRINITY_DN3605_c0_g1_i2	152	159	463	345	263.0394221	1.019013117	0.320988534	3.174609086	0.001500385	0.027796603
TRINITY_DN3334_c0_g1_i2	310	278	194	95	226.8914231	-1.389179911	0.465446436	-2.984618215	0.002839325	0.043565433
TRINITY_DN16842_c0_g1_i4	11646	9053	8008	8325	9353.006856	-0.692251041	0.180237161	-3.840778649	0.000122645	0.005356976
TRINITY_DN204_c0_g1_i1	38	90	318	244	158.4451644	1.771767803	0.581251008	3.048197387	0.002302187	0.037640121
TRINITY_DN3765_c0_g1_i1	4968	7045	13730	11890	8957.469635	0.734809127	0.227427899	3.230954209	0.001233777	0.024409378
TRINITY_DN325_c0_g1_i14	552	297	1755	1194	878.6162499	1.440211608	0.383202335	3.758358125	0.000171032	0.006823035
TRINITY_DN2196_c0_g1_i1	271	128	28	27	123.1560254	-3.207873251	0.599033412	-5.355082344	8.55e-08	1.28e-05
TRINITY_DN2853_c0_g1_i1	29329	29157	27232	28211	28479.70766	-0.429244217	0.11697108	-3.669661053	0.000242872	0.008074154
TRINITY_DN5214_c0_g1_i1	2194	1865	1721	1767	1896.854515	-0.570099115	0.171802496	-3.318340126	0.000905541	0.019995424
TRINITY_DN5910_c0_g1_i1	457	95	41	15	165.4210251	-3.661601543	0.893710226	-4.097079162	4.18e-05	0.002384458
TRINITY_DN153_c0_g1_i2	254	218	929	515	445.3737573	1.250582555	0.378089442	3.30763681	0.000940867	0.020473275
TRINITY_DN17594_c0_g1_i1	477	616	310	280	434.7059744	-1.245819158	0.282670474	-4.407319731	1.05e-05	0.000703676
TRINITY_DN7368_c0_g1_i1	57	80	219	237	138.222115	1.381497952	0.435512815	3.172117798	0.001513316	0.02794964
TRINITY_DN27024_c0_g1_i1	2371	2419	2333	2264	2344.088046	-0.412905486	0.133603688	-3.090524613	0.001998032	0.034455983
TRINITY_DN802_c0_g1_i1	1623	1496	1380	1329	1463.693285	-0.556399817	0.152940111	-3.638024146	0.000274738	0.008698573
TRINITY_DN398_c0_g1_i2	291	314	222	195	260.2057629	-0.892490562	0.289258561	-3.085442171	0.002032497	0.034949611
TRINITY_DN13046_c3_g1_i1	2125	1831	1731	1668	1848.060442	-0.57155694	0.161988731	-3.528374693	0.00041812	0.011857958
TRINITY_DN22156_c15_g1_i1	63875	62744	64862	64071	63586.09684	-0.326848659	0.102149443	-3.199710625	0.001375656	0.026050403
TRINITY_DN2172_c0_g1_i1	898	776	660	661	756.5143155	-0.693662018	0.201943373	-3.434933302	0.0005927	0.015092404
TRINITY_DN152_c0_g1_i8	298	252	602	701	439.2490132	0.8952019	0.273136481	3.277489323	0.001047347	0.021953408
TRINITY_DN25292_c0_g1_i1	2712	3344	2732	2498	2836.912415	-0.567454851	0.186295228	-3.045997779	0.002319095	0.037710509
TRINITY_DN3036_c0_g1_i2	258	272	999	1161	621.6959901	1.676531251	0.24157871	6.939896525	3.92e-12	2.35e-09
TRINITY_DN1434_c0_g1_i1	1215	1002	2821	3121	1920.848156	1.07256467	0.195435456	5.488076187	4.06e-08	7.15e-06
TRINITY_DN1756_c0_g1_i1	3905	3110	2541	2891	3148.785416	-0.71795094	0.201483745	-3.563319414	0.000366195	0.010689311
TRINITY_DN12115_c1_g1_i1	11102	10587	11269	10182	10746.76256	-0.370378252	0.112136482	-3.302923772	0.000956824	0.02067016
TRINITY_DN3395_c0_g1_i2	3881	2800	9654	6473	5374.514101	0.913125079	0.262804926	3.474535626	0.000511738	0.013671492
TRINITY_DN26817_c0_g1_i1	18733	16618	17047	16158	17133.32031	-0.443437795	0.122738502	-3.612866273	0.000302831	0.009340928
TRINITY_DN4398_c0_g1_i1	3722	3557	3517	3206	3502.848949	-0.46892879	0.124575087	-3.764226079	0.000167066	0.006754872
TRINITY_DN21561_c0_g1_i1	2489	2524	2562	2310	2465.486398	-0.396024197	0.135016903	-2.933145313	0.003355468	0.048244441
TRINITY_DN23949_c0_g1_i1	19168	17095	16840	17449	17634.09653	-0.432193069	0.132666047	-3.257751907	0.001122985	0.022934964
TRINITY_DN216_c0_g2_i1	1555	1781	3193	2941	2273.497387	0.523448611	0.164207263	3.187731179	0.001433938	0.026983282
TRINITY_DN537_c0_g1_i4	131	73	350	615	269.5327062	1.902819145	0.515600166	3.690493663	0.000223819	0.007858848
TRINITY_DN1242_c0_g1_i10	153	169	495	503	308.4360816	1.278813987	0.276086153	4.631938159	3.62e-06	0.000309679
TRINITY_DN20407_c0_g1_i1	27826	23384	23896	24126	24807.44664	-0.444263392	0.145147613	-3.06076953	0.00220769	0.036293446
TRINITY_DN1982_c0_g1_i7	282	300	170	197	243.136701	-1.016097298	0.316241136	-3.21304594	0.001313353	0.025270428
TRINITY_DN18591_c0_g1_i1	1853	1861	1448	1288	1635.585272	-0.795927421	0.149493402	-5.3241642	1.01e-07	1.48e-05
TRINITY_DN24150_c0_g1_i1	685	565	490	456	555.7835572	-0.755008438	0.23171451	-3.25835632	0.001120596	0.022934964
TRINITY_DN1639_c0_g1_i1	550	620	2171	2115	1264.608457	1.519055176	0.178144706	8.527085697	1.5e-17	1.5e-14
TRINITY_DN48_c0_g1_i1	250	282	665	551	414.1559302	0.835658218	0.259652068	3.218376903	0.001289183	0.025046983
TRINITY_DN5806_c0_g1_i1	775	583	7020	5064	3011.779744	2.796339421	0.241531458	11.57753713	5.36e-31	3.21e-27
TRINITY_DN1392_c0_g1_i3	1436	1501	2731	2812	2034.191675	0.563699072	0.151110626	3.730373472	0.000191196	0.007330416
TRINITY_DN1136_c0_g1_i1	834	772	677	671	743.5344657	-0.605267414	0.188527053	-3.210506945	0.001325011	0.02529955
TRINITY_DN5581_c0_g1_i1	502	411	362	329	405.8977176	-0.755289819	0.258789922	-2.918544179	0.0035167	0.049749256
TRINITY_DN1140_c0_g1_i4	293	250	687	549	421.2745564	0.83066051	0.266385052	3.11826998	0.001819161	0.031998085
TRINITY_DN2186_c0_g1_i1	747	704	1729	1341	1074.855741	0.724020784	0.206236708	3.510630053	0.000447046	0.012491665
TRINITY_DN391_c0_g1_i4	988	716	498	433	678.7960063	-1.225431669	0.266151437	-4.604264705	4.14e-06	0.00033472
TRINITY_DN23977_c0_g1_i1	8981	8203	8366	7978	8373.799995	-0.42547517	0.118197835	-3.599686644	0.000318601	0.009601251
TRINITY_DN3502_c0_g1_i3	1682	1855	3206	2984	2341.953976	0.45259061	0.151089514	2.995513047	0.002739836	0.042490214
TRINITY_DN983_c0_g1_i3	196	280	0	0	133.2281778	-10.69311304	1.535770986	-6.962700259	3.34e-12	2.22e-09
TRINITY_DN972_c0_g1_i1	19316	16490	17461	15853	17278.34037	-0.457718852	0.138545933	-3.303733587	0.000954065	0.02067016
TRINITY_DN2397_c0_g1_i1	2506	2140	4455	4277	3206.925317	0.557695089	0.151428445	3.682895167	0.0002306	0.007957498
TRINITY_DN453_c0_g1_i6	662	529	431	419	518.3845827	-0.838666874	0.246084041	-3.408050642	0.000654288	0.016046133
TRINITY_DN29387_c0_g1_i1	533	449	150	110	330.8504201	-2.274085312	0.312761015	-7.270999904	3.57e-13	2.67e-10
TRINITY_DN975_c0_g1_i1	140	165	425	390	263.4191643	1.062621404	0.301011184	3.530172496	0.000415289	0.011833754
TRINITY_DN3873_c0_g1_i8	11957	11321	9456	5866	9834.977585	-0.96475454	0.244007873	-3.953784484	7.69e-05	0.003712237
TRINITY_DN1090_c3_g1_i1	13647	8373	7483	6242	9135.613473	-1.03511966	0.266487245	-3.88431221	0.00010262	0.004835259
TRINITY_DN1301_c0_g1_i2	305	282	183	154	237.5413769	-1.155957958	0.302999377	-3.815050607	0.000136155	0.005777759
TRINITY_DN2406_c0_g1_i10	1363	1301	2620	2433	1848.818102	0.569591566	0.140121042	4.064996633	4.8e-05	0.002686265
TRINITY_DN1384_c0_g1_i1	122	118	447	477	269.4058117	1.593308837	0.293162376	5.434902173	5.48e-08	8.87e-06
TRINITY_DN947_c0_g1_i4	108	159	467	332	248.7901715	1.219956861	0.401448312	3.038889	0.002374523	0.038299588
TRINITY_DN2521_c0_g1_i2	243	254	171	108	199.5927296	-1.193997326	0.394331102	-3.027905531	0.002462551	0.03929574
TRINITY_DN610_c0_g1_i4	153	166	513	370	281.5568429	1.109606131	0.326461445	3.398888742	0.000676602	0.016427816
TRINITY_DN24886_c0_g1_i1	4141	3518	3291	3427	3609.338734	-0.540195804	0.160919698	-3.35692777	0.000788137	0.018422702
TRINITY_DN6129_c1_g1_i1	4388	4110	4070	4000	4139.314884	-0.427341777	0.123623392	-3.456803524	0.000546623	0.014346462
TRINITY_DN1534_c0_g1_i1	2980	2476	2244	2325	2523.51051	-0.60700191	0.173390235	-3.500784866	0.00046389	0.012760498
TRINITY_DN2447_c1_g1_i11	130	222	526	874	406.935131	1.644914837	0.464129141	3.544088685	0.000393973	0.011444333
TRINITY_DN6454_c0_g1_i2	570	484	1376	981	807.7583605	0.803008577	0.258686736	3.104173753	0.001908112	0.03319228
TRINITY_DN1116_c0_g1_i5	616	819	1864	1921	1230.030168	1.045147467	0.236785616	4.41389761	1.02e-05	0.000690377
TRINITY_DN726_c0_g1_i3	475	435	1248	1159	780.3418932	1.049579315	0.186948189	5.614279132	1.97e-08	4.07e-06
TRINITY_DN1890_c0_g1_i3	245	234	576	474	362.9821994	0.776182453	0.260270038	2.982219773	0.002861665	0.043684191
TRINITY_DN261_c0_g1_i2	453	406	213	177	325.042941	-1.494526115	0.274881416	-5.436984934	5.42e-08	8.87e-06
TRINITY_DN791_c0_g1_i1	2066	1568	1317	1370	1602.434264	-0.785950624	0.215225184	-3.65175956	0.00026045	0.008470276
TRINITY_DN393_c0_g1_i6	343	345	769	748	524.0680435	0.787307041	0.210484024	3.740459842	0.000183684	0.007169274
TRINITY_DN95_c0_g1_i2	380	359	751	725	529.2602079	0.644841386	0.20967176	3.075480392	0.002101637	0.035525985
TRINITY_DN15921_c1_g1_i1	238	161	102	112	158.1796953	-1.247731642	0.425109325	-2.93508415	0.003334572	0.048131146
TRINITY_DN22181_c0_g1_i1	6292	5903	5980	5629	5944.848663	-0.424634863	0.115599265	-3.673335326	0.000239405	0.008074154
TRINITY_DN3470_c0_g1_i3	561	530	1336	1323	886.5207338	0.932492784	0.177083038	5.265850389	1.4e-07	1.86e-05
TRINITY_DN10098_c0_g1_i2	544	465	347	320	427.537748	-0.9505347	0.243773422	-3.899254857	9.65e-05	0.00458247
TRINITY_DN1050_c0_g1_i1	49110	43060	39126	44671	44107.52772	-0.486880976	0.162571027	-2.994881586	0.002745514	0.042490214
TRINITY_DN554_c0_g1_i2	1417	1513	1044	1188	1308.206215	-0.743554901	0.195325109	-3.806755337	0.000140802	0.005892019
TRINITY_DN12172_c0_g1_i2	1253	1125	819	747	1006.409657	-0.956527935	0.176984998	-5.404570707	6.5e-08	1.02e-05
TRINITY_DN4467_c0_g1_i1	1396	1190	1208	1058	1217.047646	-0.544856082	0.185796277	-2.93254575	0.003361954	0.048244441
TRINITY_DN1683_c0_g1_i3	122	100	592	424	283.3187157	1.836447515	0.34281723	5.356928862	8.46e-08	1.28e-05
TRINITY_DN9528_c0_g1_i5	184	172	80	76	133.5596371	-1.543748754	0.383396921	-4.026502741	5.66e-05	0.002963599
TRINITY_DN1060_c0_g1_i2	467	399	873	1017	656.1939769	0.776804956	0.244260376	3.180233188	0.001471566	0.027518281
TRINITY_DN726_c0_g1_i2	121	51	802	572	347.1991477	2.643659139	0.500580066	5.281191402	1.28e-07	1.79e-05
TRINITY_DN14048_c0_g1_i1	5742	4611	4289	4312	4772.198317	-0.618814861	0.170640008	-3.626434791	0.000287361	0.008956095
TRINITY_DN23986_c3_g1_i1	29295	25292	24968	25626	26317.47539	-0.460991473	0.138799972	-3.321264886	0.000896104	0.019930707
TRINITY_DN2021_c0_g1_i2	579	455	381	334	444.7953648	-0.88594919	0.266033302	-3.330219123	0.000867777	0.019521712
TRINITY_DN1502_c0_g1_i1	713	499	360	435	512.5113342	-0.955606645	0.316705982	-3.017330577	0.002550115	0.040290021
TRINITY_DN4784_c0_g1_i1	3034	2874	1975	2050	2531.635315	-0.905566166	0.143316021	-6.318666659	2.64e-10	9.87e-08
TRINITY_DN3945_c0_g1_i2	594	575	1233	1158	849.3498865	0.678503818	0.17514967	3.873851536	0.000107129	0.00497938
TRINITY_DN8565_c0_g1_i2	1119	741	2185	2477	1540.544571	0.977750289	0.272972627	3.581862034	0.000341154	0.010056479
TRINITY_DN28083_c0_g1_i1	2308	2286	2080	1999	2175.726703	-0.525097225	0.132752023	-3.955474364	7.64e-05	0.003712237
TRINITY_DN14249_c0_g1_i1	1335	1189	1056	925	1137.626273	-0.70402283	0.177879574	-3.957862129	7.56e-05	0.003712237
TRINITY_DN929_c0_g1_i3	610	509	422	328	475.9940726	-0.933443546	0.266774243	-3.499001756	0.000467004	0.012760498
TRINITY_DN694_c0_g1_i1	2769	2368	2268	2363	2448.281937	-0.500729413	0.166316015	-3.010710736	0.00260637	0.041043471
TRINITY_DN28152_c0_g1_i1	3108	3181	2918	2715	2988.94088	-0.513283043	0.127649704	-4.021028077	5.79e-05	0.002963599
TRINITY_DN14009_c0_g1_i1	4350	3378	3027	3194	3519.153017	-0.663175004	0.192533053	-3.444473519	0.000572173	0.014821997
TRINITY_DN656_c0_g1_i10	80	92	249	238	154.5899932	1.147035946	0.368316952	3.114263244	0.001844049	0.032171394
TRINITY_DN4820_c0_g1_i1	2553	2949	1407	512	1953.214882	-1.89106182	0.449512576	-4.206916384	2.59e-05	0.001564779
TRINITY_DN1167_c0_g1_i7	411	222	19	11	182.9153681	-4.755119458	0.577717423	-8.230874242	1.86e-16	1.59e-13
TRINITY_DN1257_c0_g2_i2	464	463	1205	1155	775.1335084	0.994498324	0.181951898	5.465721077	4.61e-08	7.88e-06
TRINITY_DN23954_c2_g1_i1	11705	9734	7998	9816	9894.096443	-0.615023752	0.200517459	-3.067183058	0.002160865	0.036100784
TRINITY_DN18531_c0_g1_i1	1129	1195	1059	836	1062.936711	-0.651920212	0.202707248	-3.216067599	0.001299602	0.025086514
TRINITY_DN4370_c0_g1_i2	722	732	1454	1412	1033.18792	0.6255011	0.165643582	3.776186765	0.000159248	0.006482569
TRINITY_DN8565_c0_g1_i4	1119	473	3678	2432	1772.934725	1.585055598	0.435646295	3.63840027	0.000274337	0.008698573
TRINITY_DN47_c0_g1_i9	42	37	96	535	162.6605881	2.67161283	0.873408296	3.058836104	0.002221987	0.036428407
TRINITY_DN784_c0_g1_i2	87	103	274	261	170.1213949	1.138833651	0.358284254	3.178575779	0.001480005	0.02758988
TRINITY_DN2398_c0_g1_i2	430	446	244	189	339.2547148	-1.37402309	0.280872677	-4.891978483	9.98e-07	0.000101249
TRINITY_DN8785_c0_g1_i3	1180	1074	786	898	998.6959175	-0.770529738	0.206060308	-3.739340901	0.000184503	0.007169274
TRINITY_DN1_c0_g1_i3	1764	1822	1288	1119	1527.9064	-0.930756606	0.159698361	-5.828216379	5.6e-09	1.4e-06
TRINITY_DN56_c0_g1_i16	3180	5221	12718	12371	7840.4689	1.221833412	0.276572027	4.417776537	9.97e-06	0.0006859
TRINITY_DN3574_c0_g1_i1	22991	20952	20396	21789	21512.48453	-0.409906358	0.135501857	-3.025097713	0.002485528	0.039556916
TRINITY_DN6753_c0_g1_i9	945	1577	8	80	726.0365704	-5.167066009	1.389163409	-3.71955234	0.000199576	0.007549001
TRINITY_DN737_c0_g1_i4	901	1234	2802	4398	2182.069271	1.407219287	0.326839392	4.305537581	1.67e-05	0.001060446
TRINITY_DN190_c0_g1_i1	750	274	2082	1866	1147.526378	1.598050078	0.471154366	3.391776012	0.000694412	0.016755485
TRINITY_DN3827_c0_g1_i4	97	140	588	414	284.5796519	1.718489201	0.386833349	4.442453588	8.89e-06	0.000618849
TRINITY_DN1052_c2_g2_i1	1027	394	119	97	442.5866713	-3.068472479	0.521495088	-5.883991139	4e-09	1.06e-06
TRINITY_DN10318_c0_g1_i1	1778	1592	1566	1356	1579.369749	-0.560590357	0.166280973	-3.371343975	0.000748024	0.017622738
TRINITY_DN4879_c0_g1_i1	1594	1401	1295	1202	1382.243944	-0.615791442	0.166365693	-3.701432853	0.000214385	0.007681929
TRINITY_DN1662_c0_g1_i3	597	711	1529	1245	971.1326231	0.726862132	0.222957423	3.26009388	0.001113753	0.022902751
TRINITY_DN83_c0_g2_i2	79	81	339	234	169.4866874	1.480792493	0.399582179	3.705852191	0.000210681	0.007616221
TRINITY_DN23877_c0_g1_i1	124	123	324	286	202.2720403	0.949231833	0.317668427	2.988121427	0.00280698	0.043179868
TRINITY_DN176_c0_g1_i1	85	65	287	203	148.5957016	1.350236556	0.431336121	3.130358183	0.001745933	0.031094231
TRINITY_DN2509_c1_g1_i1	390	498	1013	993	687.2309529	0.820947585	0.244742556	3.354331177	0.000795571	0.018452309
TRINITY_DN25573_c0_g1_i1	106	179	533	488	302.9706965	1.483351912	0.394435723	3.76069363	0.000169443	0.006805007
TRINITY_DN1396_c0_g1_i1	1123	1036	962	888	1007.448323	-0.576670299	0.170349241	-3.385223771	0.000711203	0.016989589
TRINITY_DN22165_c3_g1_i1	1969	1666	1608	1549	1705.409597	-0.555915394	0.170049625	-3.269136245	0.001078763	0.022414307
TRINITY_DN3519_c0_g1_i10	920	961	528	589	770.4862922	-1.103178583	0.210451321	-5.241965584	1.59e-07	2.07e-05
TRINITY_DN65_c0_g1_i1	382	396	1268	1130	741.3434816	1.268809931	0.193263545	6.565179834	5.2e-11	2.22e-08
TRINITY_DN933_c0_g1_i1	1497	2157	4986	3747	2926.467626	0.896412591	0.265145589	3.380831618	0.000722668	0.0171605
TRINITY_DN721_c2_g1_i1	1506	1288	2640	2690	1946.719195	0.58025164	0.167838098	3.45721054	0.000545798	0.014346462
TRINITY_DN2082_c0_g1_i1	8715	8704	8961	8661	8721.584939	-0.336787167	0.108028372	-3.117580684	0.00182342	0.031998085
TRINITY_DN6344_c0_g3_i1	290	282	183	177	238.5535657	-1.021379843	0.290504031	-3.515888714	0.000438285	0.012371205
TRINITY_DN2157_c0_g1_i2	484	389	160	134	307.8836336	-1.924668044	0.303266423	-6.346459414	2.2e-10	8.79e-08
TRINITY_DN3276_c2_g1_i1	2665	2231	2160	2066	2291.146237	-0.56487603	0.165433844	-3.414513107	0.000638961	0.015931432
TRINITY_DN202_c0_g1_i2	295	214	766	571	433.4469544	1.036952065	0.317129247	3.269808999	0.001076201	0.022414307
TRINITY_DN9946_c0_g1_i2	4014	3234	2414	2910	3191.14311	-0.793058871	0.213533564	-3.713977586	0.000204027	0.00758321
TRINITY_DN1841_c0_g1_i1	1956	1780	1789	1734	1814.066229	-0.437564391	0.148069106	-2.955136297	0.003125309	0.04640658
TRINITY_DN1016_c0_g1_i1	244	219	80	51	157.8116562	-2.180820042	0.425665389	-5.123320091	3e-07	3.67e-05
TRINITY_DN2291_c0_g1_i1	1408	1139	1034	1017	1159.710398	-0.66433	0.199173356	-3.335436087	0.000851657	0.019231386
TRINITY_DN3219_c0_g1_i3	73	83	220	217	139.2195792	1.132231103	0.384407812	2.945390465	0.003225473	0.047191277
TRINITY_DN4033_c0_g1_i1	215	228	138	125	181.2955414	-1.107206199	0.333467963	-3.320277572	0.00089928	0.019930707
TRINITY_DN1603_c0_g1_i1	1026	1053	2043	1819	1424.763263	0.538297946	0.156884999	3.431162627	0.000601	0.015110862
TRINITY_DN460_c0_g1_i2	198	208	113	118	164.0505529	-1.166169569	0.351725177	-3.315570357	0.000914563	0.02012039
TRINITY_DN2008_c0_g1_i1	490	435	1017	953	689.0199758	0.737305097	0.198869401	3.707483868	0.000209329	0.007616221
TRINITY_DN1970_c0_g1_i2	472	382	289	312	370.0435836	-0.85717127	0.279463772	-3.067199957	0.002160743	0.036100784
TRINITY_DN25822_c0_g1_i1	88	102	307	310	188.150699	1.345736925	0.344287583	3.908758236	9.28e-05	0.004441169
TRINITY_DN276_c0_g1_i2	605	434	246	340	418.6580914	-1.171267095	0.35580558	-3.291873881	0.000995222	0.021193631
TRINITY_DN211_c0_g1_i3	6552	6974	11310	11854	8852.347834	0.423757861	0.135667214	3.12350972	0.00178708	0.031732595
TRINITY_DN3339_c0_g1_i1	955	735	631	679	758.5971239	-0.717386374	0.244443986	-2.934767941	0.003337972	0.048131146
TRINITY_DN874_c1_g2_i2	181	212	647	548	370.803108	1.247613019	0.274056759	4.552389152	5.3e-06	0.000406913
TRINITY_DN333_c0_g1_i2	1120	1011	1916	1849	1418.624562	0.468205847	0.158367408	2.956453305	0.003111993	0.04640658
TRINITY_DN26677_c0_g1_i1	386	393	261	272	334.3873408	-0.899867761	0.258185666	-3.48535136	0.000491491	0.013368561
TRINITY_DN420_c0_g1_i2	1645	1705	1465	1367	1555.366911	-0.596711971	0.149179444	-3.999961072	6.34e-05	0.003212744
TRINITY_DN7726_c0_g1_i1	2786	2337	2368	2318	2455.44498	-0.480783141	0.164070286	-2.930348654	0.003385819	0.048470669
TRINITY_DN21411_c0_g1_i1	2438	2482	2430	2289	2406.684113	-0.414272748	0.131765819	-3.144007689	0.001666511	0.030128095
TRINITY_DN4045_c0_g1_i1	2541	2154	2189	1606	2137.975771	-0.664542824	0.215686976	-3.081052168	0.002062705	0.035266363
TRINITY_DN824_c0_g1_i2	1595	1201	1011	809	1177.357669	-0.974554058	0.240365401	-4.054468959	5.02e-05	0.002744869
TRINITY_DN2656_c0_g1_i1	344	301	216	196	270.1597057	-1.000433374	0.285878203	-3.499509108	0.000466116	0.012760498
TRINITY_DN400_c0_g2_i1	9986	10055	9915	9889	9933.492282	-0.370130766	0.112569435	-3.288021875	0.00100894	0.021409564
TRINITY_DN555_c0_g1_i2	1593	1292	954	975	1227.602237	-0.931898626	0.200042787	-4.658496503	3.19e-06	0.000288798
TRINITY_DN26862_c0_g1_i1	442	391	301	223	346.8454407	-1.026082071	0.294804906	-3.480546112	0.000500393	0.013488062
TRINITY_DN3438_c0_g1_i3	768	1022	487	437	702.7360016	-1.310658958	0.262329482	-4.99623202	5.85e-07	6.36e-05
TRINITY_DN18957_c0_g1_i1	1164	1041	881	786	980.0469352	-0.757757873	0.181197557	-4.181943104	2.89e-05	0.001695633
TRINITY_DN14697_c0_g1_i1	31439	34194	33237	27732	31656.13562	-0.463187691	0.143381933	-3.230446687	0.00123597	0.024409378
TRINITY_DN2367_c0_g1_i1	1159	1237	2261	2044	1610.448192	0.490252187	0.156395194	3.134701095	0.001720293	0.030821058
TRINITY_DN40_c0_g1_i4	141	175	471	351	267.5578694	1.019740176	0.342526866	2.977110056	0.002909795	0.044305892
TRINITY_DN169_c0_g1_i11	353	158	0	0	142.2904926	-10.78821988	1.585479305	-6.80439022	1.01e-11	5.52e-09
TRINITY_DN26764_c0_g1_i12	54820	42414	37216	34373	42786.68962	-0.794397363	0.171103497	-4.642788589	3.44e-06	0.000306605
TRINITY_DN28112_c0_g1_i1	323	347	254	214	289.4560055	-0.873943643	0.282013872	-3.098938489	0.001942153	0.03358915
TRINITY_DN3488_c0_g1_i2	51	67	329	296	169.5793494	2.048859804	0.388906595	5.26825678	1.38e-07	1.86e-05
TRINITY_DN16910_c0_g1_i1	34178	29469	29618	29757	30765.71681	-0.452031284	0.135235535	-3.342548114	0.00083013	0.019059143
TRINITY_DN21644_c0_g1_i1	757	433	341	341	480.9230965	-1.152491912	0.366849881	-3.141589983	0.001680332	0.03028646
TRINITY_DN5454_c0_g1_i1	378	552	1185	1075	754.1955722	0.923984947	0.286816964	3.221514282	0.001275151	0.024855062
TRINITY_DN3665_c0_g1_i1	2887	2719	2594	2515	2683.524686	-0.487011657	0.130398487	-3.734795307	0.000187868	0.007252914
TRINITY_DN3062_c0_g1_i4	86	82	233	257	154.2892241	1.193417517	0.371027654	3.216519053	0.001297559	0.025086514
TRINITY_DN1232_c0_g1_i2	62	107	401	266	192.5072888	1.617110556	0.485906253	3.328029937	0.000874625	0.019528933
TRINITY_DN1082_c0_g1_i2	1483	1585	1281	1146	1387.843384	-0.693441142	0.163692625	-4.236239357	2.27e-05	0.001402196
TRINITY_DN15_c0_g1_i1	29345	40309	26178	21277	29847.39092	-0.912517142	0.219834781	-4.150922512	3.31e-05	0.001923815
TRINITY_DN7209_c0_g1_i2	30066	30777	29415	29816	29966.12511	-0.391501678	0.113507547	-3.449124632	0.000562407	0.014632364
TRINITY_DN345_c0_g1_i1	758	894	648	687	754.3129694	-0.660285354	0.22458297	-2.940050852	0.003281584	0.047662616
TRINITY_DN8361_c1_g1_i1	4114	3055	2395	2706	3118.489202	-0.839649067	0.221005036	-3.799230466	0.000145146	0.005990028
TRINITY_DN15940_c0_g1_i1	4920	4819	8347	7915	6276.937895	0.385927205	0.110262401	3.500079811	0.000465119	0.012760498
TRINITY_DN3769_c0_g1_i1	2336	2125	4183	3689	2965.632393	0.464758871	0.142394789	3.263875553	0.001098994	0.022755646
TRINITY_DN3092_c2_g1_i1	1129	945	844	807	940.1170832	-0.681672887	0.196516327	-3.468784989	0.000522818	0.01385823
TRINITY_DN19927_c0_g1_i1	2333	1845	4179	3877	2927.20614	0.594482327	0.180204065	3.298939596	0.000970508	0.020890358
TRINITY_DN4171_c0_g1_i1	126	153	404	379	249.21474	1.133604539	0.313414328	3.616951864	0.000298093	0.009242419
TRINITY_DN15161_c0_g1_i1	1493	852	683	568	926.6958137	-1.259209038	0.337690086	-3.728889567	0.000192325	0.007330416
